,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
98,Gone in the Night,Mystery-Thriller-Drama,en,BoulderLight Pictures-SSS Entertainments-mm2 Asia-Post Film,0,0,90,Released,2022,Upon arriving at a remote cabin in the redwoods Kath and her boyfriend find a mysterious younger couple already there — the rental has apparently been double-booked. They decide to share the cabin with these strangers until the next morning but her boyfriend disappears with the young woman which sends Kath in a spiral to find an explanation for their sudden breakup — but the truth is far stranger than she could have imagined.,1,,
103,Clowning,Crime-Romance,en,Movie City Films-Picture Remedy,0,0,96,Released,2022,With his girlfriend pregnant Dante a pacifist hippie who makes lip balm called Mama Earth; is struggling to keep his bills paid. After finding a mysterious flyer for a Birthday Clown Wanted Dante calls the number and obtains the job. At the Birthday Party he meets a female clown named Pele. After joining her Pity Party Dante is pulled into an underworld and quickly finds himself in over his head.,1,,
104,The Good House,Drama-Comedy,en,DreamWorks Pictures-Participant-Reliance Entertainment-FilmNation Entertainment-Tribeca Productions-Faliro House Productions-Amblin Partners,0,0,103,Released,2022,Hildy Good a wry New England realtor and descendant of the Salem witches who loves her wine and loves her secrets. Her compartmentalized life starts to unravel as she rekindles an old romance and becomes dangerously entwined in one person’s reckless behavior.,1,,
105,The Hater,Comedy,en,Vertical Entertainment-Pulse Films-Red Crown Productions-Monarch Partners,0,0,107,Released,2022,After losing her job on a U.S. Senate campaign a liberal environmentalist returns to her conservative Texas hometown to regroup. Upon learning her childhood nemesis is running for state legislature she creates an elaborate scheme to go undercover as his opponent on the Republican ticket with the ultimate goal of forcing a Democratic victory.,1,83,82
106,Wog Boys Forever,Comedy,en,Forever Productions-G.O. Films,0,0,109,Released,2022,Steve is still single and working as a taxi driver. Brianna Beagle-Thorpe the Minister for Immigration hatches a plan with her brother to exact their revenge on Steve for destroying their late mother Raelene's political career.,1,,
109,I'm Totally Fine,Comedy-Science Fiction,en,RKM Studios,0,0,83,Released,2022,A woman in mourning takes a solo trip to clear her head after the death of her friend. However Vanessa’s self-care vacation plans change when she’s met with a situation out of this world.,1,,
113,Love for Starters,TV Movie-Comedy-Romance-Family,en,Reel One Entertainment,0,0,85,Released,2022,To save her father’s lake-front restaurant a talented interior designer must partner with the celebrity chef her father hired without her knowledge to revamp the place before time runs out.,1,,
115,Sanctuary,Thriller-Drama,en,Hype Film-Rumble Films-Charades-Mosaic-Super,0,0,96,Released,2022,Confined to a claustrophobic hotel room the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.,1,,
116,A Banquet,Horror,en,HanWay Films-Tea Shop & Film Company-Creativity Capital-Riverstone Pictures-Reliance Entertainment Productions 8,0,0,97,Released,2022,Widowed mother Holly is radically tested when her teenage daughter Betsey experiences a profound enlightenment and insists that her body is no longer her own but in service to a higher power. Bound to her newfound faith Betsey refuses to eat but loses no weight. In an agonizing dilemma torn between love and fear Holly is forced to confront the boundaries of her own beliefs.,1,56,35
117,The Story of Love,TV Movie-Comedy-Romance-Family,en,Reel One Entertainment-CME Winter Productions,0,0,85,Released,2022,Ruby an aspiring romance novelist joins a writers retreat in Tahoe in order to win a lucrative book deal. But when Woody the hotel owner shows her the beauty of nature Ruby wonders if she's been writing the wrong kinds of stories.,1,,
121,Dangerous Cheaters,Drama-TV Movie,en,Cartel Pictures-The Cartel,0,0,85,Released,2022,When star student Kaley gets suspicious of a group of underachievers’ high SAT scores she unwittingly uncovers a cheating ring and puts her life in jeopardy.,1,,
126,The Wedding Veil,TV Movie-Comedy-Romance,en,Front Street Pictures-UFO International Productions-Beth Grossbard Productions-Veil Road Productions,0,0,84,Released,2022,Three longtime college friends who discover a mysterious antique veil fabled to unite its bearer with her true love. After discovering a long-lost painting museum curator Avery and successful new board member Peter investigate the artwork's origins as they plan a charity fundraiser to unveil its restoration.,1,,
128,A Tail of Love,TV Movie-Romance-Comedy,en,Leif Films-Leif Films Media,0,0,84,Released,2022,When Bella discovers that funding for her dog rescue centre is discontinued she turns to JR a soldier who quickly becomes attached to one of her rescues a German Shepard named Indie.,1,,50
129,Seriously Red,Comedy-Drama-Music,en,Screen Australia-Robyn Kershaw Productions-The Dollhouse Pictures-Filmology Finance,0,0,98,Released,2022,Raylene 'Red' Delaney trades her nine to five career in real estate for a life under the spotlight as a Dolly Parton impersonator. A romantic liaison with Kenny Rogers then occurs while her tumultuous journey continues full of fake hair and artificial boobs.,1,50,56
130,Two Witches,Horror,en,Incubo Films-The Rancon Company,0,0,95,Released,2022,A matriarchal witch passes on her sinister inheritance to her grand-daughter triggering the most horrific curses.,1,91,67
132,Avarice,Thriller-Action,en,Filmscope Entertainment-Maddfilms-Avarice Productions,0,0,89,Released,2022,Kate a gifted archer is on vacation with her family when they are ambushed by a team of mercenaries in a vicious home invasion. Kate’s husband and daughter are abducted during the violent onslaught and she must rely on her archery skills to defeat their captors and save her family.,1,,
134,Mona Lisa and the Blood Moon,Mystery-Fantasy-Thriller-Science Fiction,en,Le Grisbi Productions-RocketScience-Black Bicycle Entertainment-141 Entertainment-wiip,0,0,106,Released,2022,A young woman with psychokinetic powers breaks out of a Louisiana asylum and makes her way to New Orleans where she falls into the city’s netherworld of misfits and miscreants.,1,74,62
135,"Be Mine, Valentine",TV Movie-Comedy-Romance,en,Incendo Productions-Incendo Media,0,0,90,Released,2022,Piper Davis is a dedicated proposal planner who orchestrates elaborate proposal events for her clients. With Valentine's Day around the corner she is overloaded with requests on top of dealing with mixed emotions aligned with the holiday due to a past failed romance.,1,,
139,Miss Willoughby and the Haunted Bookshop,Mystery-Crime,en,Lionsgate-Grindstone Entertainment Group-Goldfinch Studios-Highfield Grange Studios-MSR Media,0,0,95,Released,2022,Miss Willoughby is an educator and keen adventurer an heiress to a family fortune who along with her ex-forces butler Robert and cheeky but reliable Jack Russell Bentley gets pulled into mystery and adventure surrounding a haunted antique bookshop.,1,,60
140,The Perfect Pairing,TV Movie-Romance-Comedy,en,Love and Ice Wine Productions,0,0,84,Released,2022,A food and wine critic who hits her head and loses memory while accidentally visiting a winery she panned in the past owned and operated by single dad Michael.,1,,
141,Sharp Stick,Comedy,en,FilmNation Entertainment-Good Thing Going Productions,0,0,96,Released,2022,Sarah Jo is a naive 26-year-old living on the fringes of Hollywood with her mother and sister. When she begins an affair with her older employer she is thrust into an education on sexuality loss and power.,1,48,36
145,Christmas with the Campbells,Comedy-Romance,en,Wild West Picture Show Productions-Cartel Pictures-The Cartel,0,0,88,Released,2022,When Jesse is dumped right before the holidays by her boyfriend Shawn his parents convince her to still spend Christmas with them and Shawn's handsome cousin while Shawn is away.,1,37,55
147,Mommy's Little Star,TV Movie-Thriller-Crime,en,Reel One Entertainment-N.B Thrilling Films 8,0,0,85,Released,2022,Still reeling from her mom's divorce a 12-year-old discovers an app that helps her become a social media star. However she soon learns that her mother's new boyfriend has more on his mind than just managing her career.,1,,
150,Breath,Drama-Thriller,en,Real Dreams Entertainment S.r.l.-The Motus Studios,0,0,106,Released,2022,Lara Winslet is an expert geologist in volcanology. She is together with her team of work on a volcano to conduct surveys. One day Lara decides to stay a little longer to finish an exam and she remains alone. Returning she has an accident falling inside a hole in the ground and remains blocked inside there where no one can neither see nor hear her.,1,,
151,The Lost King,Drama-Comedy,en,BBC Film-Ingenious Media-Baby Cow Productions-Pathé-Creative Scotland,0,0,108,Released,2022,An amateur historian defies the academic establishment in her efforts to find King Richard III's remains which were lost for over 500 years.,1,77,90
